,Name,Description,Category,URL,Small_Image,Large_Image,Tags
186,Het Klokhuis,Spectaculaire aflevering over de zwaarste storm ter wereld: de tornado. Bart reist af naar 'tornado-alley' in Amerika. Hij gaat mee als chauffeur van een onderzoeksteam doet naar tornado's.,Documentaires,https://www.npostart.nl/het-klokhuis/10-05-2016/VPWON_1225270,https://images.npo.nl/tile/320x180/916367.jpg,https://images.npo.nl/tile/320x180/916367.jpg,"['Komedie', 'Romantiek']"
190,Fryslân DOK:,Reeks documentaires over actuele kwesties in Friesland. Elke week weer een nieuwe kijk op diverse zaken van grote diversiteit.,Documentaires,https://www.npostart.nl/fryslan-dok/20-02-2016/POW_02993234,/images/empty-placeholder.png,https://images.npo.nl/header/2560x1440/1040314.jpg,[]
191,Gerrit Hiemstra over het 'nieuwe klimaat',"Zware regenval, we kunnen er volgens weerman Gerrit Hiemstra maar beter rekening mee houden.",Documentaires,https://www.npostart.nl/gerrit-hiemstra-over-het-nieuwe-klimaat/02-06-2016/POMS_NOS_3933220,/images/empty-placeholder.png,https://images.npo.nl/header/2560x1440/756844.jpg,[]
194,De onderduikkinderen van Utrecht,Documentaire over een Utrechtse studentenverzetsgroep. Aan het woord komen onder anderen Joden die als kind door studenten uit handen van de Duitse vernietigingsmachine zijn gered.,Documentaires,https://www.npostart.nl/de-onderduikkinderen-van-utrecht/04-05-2016/POW_03115700,https://images.npo.nl/tile/320x180/1378419.jpg,https://images.npo.nl/tile/320x180/1378419.jpg,"['Avontuur', 'Familie']"
195,Langs de oevers van de Yangtze,"China is een van de grootste wereldmachten, maar heeft voor ons Nederlanders nog nauwelijks een gezicht. Laat staan dat we een idee hebben hoe de gewone Chinees leeft en werkt of wat hij ambieert.",Documentaires,https://www.npostart.nl/langs-de-oevers-van-de-yangtze/VPWON_1250309,https://images.npo.nl/tile/320x180/lang_de_oevers_van_de_yangtze_cdn_tile-1653404344.jpg,https://images.npo.nl/tile/320x180/lang_de_oevers_van_de_yangtze_cdn_tile-1653404344.jpg,[]
200,NOS Studio Sport Overlijden Cruijff,Extra uitzending ivm het overlijden van Johan Cruijff.,Documentaires,https://www.npostart.nl/nos-studio-sport-overlijden-cruijff/24-03-2016/POW_03170058,https://images.npo.nl/tile/320x180/728425.jpg,https://images.npo.nl/tile/320x180/728425.jpg,"['Misdaad', 'Drama']"
201,NOS Studio Sport Johan Cruijff,"In 1974 kwam Cruijff, op een gegeven moment, in Barcelona aan. ""Moest deze schriele kettingroker onze club na jarenlange kommer en kwel weer kampioen maken?"" aldus een van de geïnterviewden. ""Het lukte, maar Cruijff deed meer. Hij gaf de Catalanen hun trots terug na de onderdrukking tijdens de dictatuur van Franco."" Ramón Gieling laat vele Catalanen aan het woord. Van de taxichauffeur, de kok, de flamencogitarist die Cruijffs sierlijke acties van muziek voorziet, tot de hartchirurg die Cruijff opereerde na een hartinfarct. Gieling schetst de unieke voetballer die Cruijff was en toont de gekke eigenheid van de leider door de woorden van zijn bewonderaars. Zij hebben Cruijff geanalyseerd, imiteren zijn bewegingen en beargumenteren hun bewondering, zoals de alleenstaande secretaresse die nooit een man heeft kunnen vinden die in de buurt kwam van de eigenzinnigheid, sierlijkheid en 'leukheid' van Johan Cruijff.",Documentaires,https://www.npostart.nl/nos-studio-sport-johan-cruijff/25-03-2016/POW_03170078,https://images.npo.nl/tile/320x180/728899.jpg,https://images.npo.nl/tile/320x180/728899.jpg,"['Documentaire', 'Biografie']"
202,Nederland van boven,"We zijn dol op de natuur, maar wat is natuur in een land dat voor een groot deel is veroverd op de zee, en door mensenhanden is aangelegd?",Documentaires,https://www.npostart.nl/nederland-van-boven/07-04-2016/VPWON_1259597,https://images.npo.nl/tile/320x180/1393575.jpg,https://images.npo.nl/tile/320x180/1393575.jpg,['2 seizoenen']
203,De gevolgen van El Niño,"Natuurverschijnsel El Niño teistert grote delen van Afrika, Zuid-Amerika en Australië. Weerman Marco Verhoef legt uit dat dit komt door de stijgende temperatuur van het zeewater. Dat betekent dat het in landen in Afrika nog droger is dan normaal, en dat ze in Californië vaker een paraplu nodig hebben.",Documentaires,https://www.npostart.nl/de-gevolgen-van-el-nino/01-03-2016/WO_NTR_3408016,https://images.npo.nl/tile/320x180/718916.jpg,https://images.npo.nl/tile/320x180/718916.jpg,['Drama']
206,Waarom is De Bilt graadmeter voor het weer in Nederland?,Het KNMI houdt het weer in Nederland in de gaten en geeft elke dag verwachtingen voor wat het weer de komende dagen gaat doen. Krijgen we een hittegolf of een sneeuwstorm? Dat doen ze vanuit De Bilt. Maar waarom juist daar? Weerman Gerrit Hiemstra vertelt waarom De Bilt de graadmeter is voor het weer in Nederland.,Documentaires,https://www.npostart.nl/waarom-is-de-bilt-graadmeter-voor-het-weer-in-nederland/29-06-2016/WO_NTR_4335254,https://images.npo.nl/tile/320x180/767231.jpg,https://images.npo.nl/header/2560x1440/767231.jpg,[]
208,Lekker Weertje,"Lekker Weertje draait om het weer. Lekker weer, slecht weer, maar vooral spraakmakend weer.",Documentaires,https://www.npostart.nl/lekker-weertje/POW_03108558,https://weserv.moviemeter.nl/?url=https://www.moviemeter.nl/images/cover/1131000/1131072.jpg?cb=1593092456,https://weserv.moviemeter.nl/?url=https://www.moviemeter.nl/images/cover/1131000/1131072.jpg?cb=1593092456,['Documentaire']
210,De Asielzoekmachine,De vluchtelingencrisis: het is de zwarte bladzijde van onze tijd. Er zijn snel creatieve en radicale oplossingen nodig om hier mee om te gaan. Want zoals het nu gaat vallen er doden aan de buitengrenzen en lopen er te veel mensen vast in de Europese asielsystemen. Hoe moeten we in Nederland en Europa omgaan met de vluchtelingencrisis? In deze documentaire staan de worstelingen met morele dilemma's die het vluchtelingenvraagstuk met zich meebrengt en de zoektocht naar mogelijke oplossingen centraal.,Documentaires,https://www.npostart.nl/de-asielzoekmachine/POMS_S_EO_13831535,https://weserv.moviemeter.nl/?url=https://www.moviemeter.nl/images/cover/491000/491920.jpg?cb=1512554231,https://weserv.moviemeter.nl/?url=https://www.moviemeter.nl/images/cover/491000/491920.jpg?cb=1512554231,['Documentaire']
211,Ajax! Joden! Amsterdam!,"Sinds een aantal decennia gebruikt de harde kern van de Ajax-supporters de geuzennaam 'Joden'. Dit lokt bij de tegenpartij reacties uit die antisemitisch zijn of overkomen, al dan niet zo bedoeld.",Documentaires,https://www.npostart.nl/ajax-joden-amsterdam/08-05-2016/VPWON_1261872,https://weserv.moviemeter.nl/?url=https://www.moviemeter.nl/images/cover/94000/94184.jpg?cb=1515211290,https://weserv.moviemeter.nl/?url=https://www.moviemeter.nl/images/cover/94000/94184.jpg?cb=1515211290,['Documentaire']
216,Dwars door Afrika,"Bram Vermeulen trekt door Zuid-Afrika, Zimbabwe, Zambia en Angola en onderzoekt de veranderingen. Hij reist per trein, bromfiets en Rolls Royce en herontdekt de zuidpunt van het continent.",Documentaires,https://www.npostart.nl/dwars-door-afrika/VPWON_1262874,https://images.npo.nl/tile/320x180/dwars_door_afrika_1_cdn_tile-1589922716.jpg,https://images.npo.nl/tile/320x180/dwars_door_afrika_1_cdn_tile-1589922716.jpg,[]
217,Andere tijden sport,De PSV'er Jan van Beveren geldt als de beste Nederlandse keeper ooit. Toch speelde hij nooit op een EK of WK. Een bekende reden is dat het niet boterde tussen Van Beveren en Cruijff. Was dat ook zo?,Documentaires,https://www.npostart.nl/andere-tijden-sport/05-06-2016/VPWON_1247942,https://images.npo.nl/tile/320x180/757376.jpg,https://images.npo.nl/tile/320x180/757376.jpg,['2 seizoenen']
219,NOS De oorlog van acteur Eric Schneider,Documentaire in het kader van de Indië-herdenking. Acteur Eric Schneider maakt een reis door zijn verleden in gezelschap van zijn zoons tijdens hun bezoek aan Indonesië.,Documentaires,https://www.npostart.nl/nos-de-oorlog-van-acteur-eric-schneider/14-08-2016/16act0814EricSchneider,https://images.npo.nl/tile/320x180/1472094.jpg,https://images.npo.nl/header/2560x1440/1472094.jpg,[]
222,De Arabische Storm,Vijf jaar na de Arabische Lente onderzoekt journalist Sinan Can hoe de revolutie van hoop tot chaos en strijd heeft geleid.,Documentaires,https://www.npostart.nl/de-arabische-storm/VARA_101377839,https://images.npo.nl/tile/320x180/De_Arabische_Storm_Sinan_Can_cdn_tile-1590008564.jpg,https://images.npo.nl/tile/320x180/De_Arabische_Storm_Sinan_Can_cdn_tile-1590008564.jpg,['Documentaire']
223,Kantelpunten in het klimaat,De aarde bestaat voor zo’n 70% uit water en een groot deel daarvan is zout. De stroming van de zeeën bepaalt mede waar het klimaat warm is en waar koud. Een verstoring van het zoutgehalte in het water kan leiden tot een kantelpunt in het klimaat. Esmee Geerken doet onderzoek naar zoutgehaltes in het verleden en in de toekomst.,Documentaires,https://www.npostart.nl/kantelpunten-in-het-klimaat/26-09-2016/WO_NTR_5227707,https://images.npo.nl/tile/320x180/807477.jpg,https://images.npo.nl/tile/320x180/807477.jpg,['Documentaire']
224,Tom Dumoulin wint koninginnerit Tour,De Nederlander Tom Dumoulin heeft na een heroïsche koers met een zware finish bergop de koninginnerit van de Tour de France gewonnen.,Documentaires,https://www.npostart.nl/tom-dumoulin-wint-koninginnerit-tour/10-07-2016/POMS_NOS_4424678,https://images.npo.nl/tile/320x180/770845.jpg,https://images.npo.nl/tile/320x180/770845.jpg,"['Documentaire', 'Sport']"
225,Froome rent Ventoux op,Wat een drama in de Tour! Chris Froome rent zonder fiets de Ventoux op na een botsing met een motor.,Documentaires,https://www.npostart.nl/froome-rent-ventoux-op/14-07-2016/POMS_NOS_4449809,https://images.npo.nl/tile/320x180/771860.jpg,https://images.npo.nl/tile/320x180/771860.jpg,"['Komedie', 'Drama']"
230,Waarom regent het steeds vaker?,"Met je rubberbootje door de straat varen: het kan steeds vaker, want het regent steeds meer in Nederland. Hoeveel het regent wordt gemeten door het KNMI in De Bilt. Daar houden ze het weer goed in de gaten, zodat er als het nodig is een weeralarm kan worden gegeven.",Documentaires,https://www.npostart.nl/waarom-regent-het-steeds-vaker/29-06-2016/WO_NTR_4335252,/images/empty-placeholder.png,https://images.npo.nl/header/2560x1440/767220.jpg,[]
231,Grensland,Jelle Brandt Corstius reist door het gebied tussen Europa en Rusland en onderzoekt welk beeld de Russen en hun buren hebben van elkaar. Hoe zijn de verhoudingen tussen het machtige Rusland en de andere ex-Sovjetrepublieken? En in hoeverre zijn er eigenlijk grenzen?,Documentaires,https://www.npostart.nl/grensland/VPWON_1246433,https://www.moviemeter.nl/series/images/cover/13000/13154.300.jpg?cb=1549956488,https://www.moviemeter.nl/series/images/cover/13000/13154.300.jpg?cb=1549956488,[]
233,Boek over wielrenner Thomas Dekker: Mijn Gevecht,"Thomas Dekker was 10 jaar geleden Nederlands grootste wielerbelofte. Maar het mega-talent bezweek onder de druk die het professionele wielrennen met zich meebracht (en voor de verleidingen die aan de roem en het geld kleefden). Nog voordat zijn carrire cht een vlucht kon nemen, was Thomas alweer ex-wielrenner met een inktzwart dopingverleden. In 'Mijn Gevecht' probeert hij in het reine te komen met dat verleden door journalist Thijs Zonneveld lles te vertellen. Daarbij spaart hij zichzelf, maar vooral ook Michael Boogerd niet.  'Mijn Gevecht' verschijnt 15 november. Meer over het boek in onze Boekenrubriek.",Documentaires,https://www.npostart.nl/boek-over-wielrenner-thomas-dekker-mijn-gevecht/14-11-2016/POMS_VARA_6007201,https://images.npo.nl/tile/320x180/1121515.jpg,https://images.npo.nl/header/2560x1440/1121515.jpg,[]
239,NOS 100 jaar Schiphol: Luchtzaken onder de zeespiegel,Documentaire over de ontwikkeling van de nationale luchthaven in de afgelopen honderd jaar.,Documentaires,https://www.npostart.nl/nos-100-jaar-schiphol-luchtzaken-onder-de-zeespiegel/19-09-2016/POW_03246320,https://images.npo.nl/tile/320x180/804515.jpg,https://images.npo.nl/tile/320x180/804515.jpg,['Documentaire']
242,Americanos,"Stef Biemans reist langs de grootste migrantendoorgang, tussen Guatemala en de Verenigde Staten, om uit te zoeken wat mensen zover brengt om deze vrijwel onmogelijke tocht te maken.",Documentaires,https://www.npostart.nl/americanos/VPWON_1250598,https://images.npo.nl/tile/320x180/-_-Pim-Hawinkels---persfoto-Americanos-3_cdn_tile-1590044045.jpg,https://images.npo.nl/tile/320x180/-_-Pim-Hawinkels---persfoto-Americanos-3_cdn_tile-1590044045.jpg,[]
244,Anorexia Special,Een intieme en nooit eerder vertoonde kijk in de strijd tegen anorexia van documentairemaakster Jessica Villerius.,Documentaires,https://www.npostart.nl/anorexia-special/22-11-2016/BNN_101381557,https://images.npo.nl/tile/320x180/832308.jpg,https://images.npo.nl/tile/320x180/832308.jpg,"['Drama', 'Sciencefiction']"
249,100% Hindoe?,"Narsingh onderzoekt de taboes rond borstkanker. Hij volgt Aruna, die net te horen heeft gekregen dat ze ook in haar andere borst kanker heeft, en Malti die sinds kort kankervrij is.",Documentaires,https://www.npostart.nl/100-hindoe/06-11-2016/VPWON_1266075,/images/empty-placeholder.png,https://images.npo.nl/header/2560x1440/825609.jpg,[]
251,Floortje terug naar Syrië,Acht jaar geleden bezocht Floortje Dessing het toen nog vreedzame Syrië voor het programma 3 op Reis. Nu gaat ze terug om dezelfde reis te maken.,Documentaires,https://www.npostart.nl/floortje-terug-naar-syrie/VARA_101381219,https://weserv.moviemeter.nl/?url=https://www.moviemeter.nl/images/cover/56000/56838.jpg?cb=1451455537,https://weserv.moviemeter.nl/?url=https://www.moviemeter.nl/images/cover/56000/56838.jpg?cb=1451455537,['Thriller']
252,Droomland Amerika,"In november 2016 kiezen de inwoners van de Verenigde Staten een nieuwe president. Voormalig Amerika-correspondent Eelco Bosch van Rosenthal reist door het land dat Obama achterlaat aan zijn opvolger. Op acht plekken in Amerika gaat hij op zoek naar winnaars en verliezers. Geen serie over politiek, maar de kijker leert wel begrijpen in welke stemming Amerika eind 2016 naar de stembus gaat.",Documentaires,https://www.npostart.nl/droomland-amerika/VPWON_1261444,https://images.npo.nl/tile/320x180/_DSF4964_cdn_tile-1590039089.jpg,https://images.npo.nl/tile/320x180/_DSF4964_cdn_tile-1590039089.jpg,[]
253,De trek,Kun je van een mensensmokkelaar houden? Is migratie het probleem? Of is migratie de oplossing? Wat gebeurt er met migranten nadat ze Nederland zijn uitgezet? En kent Afrika ook anti-buitenlander populisten als Donald Trump of Geert Wilders? In 'De Trek' reist correspondent Bram Vermeulen over het Afrikaanse continent om met de hoofdrolspelers te spreken die zelden in het debat over migratie aan het woord komen.,Documentaires,https://www.npostart.nl/de-trek/VPWON_1261445,https://images.npo.nl/tile/320x180/Bram-Vermeulen-De-Trek-credits-VPRO_cdn_tile-1590048644.jpg,https://images.npo.nl/tile/320x180/Bram-Vermeulen-De-Trek-credits-VPRO_cdn_tile-1590048644.jpg,[]
254,Teledoc:,Lukt het de Europagezinde politicus Frans Timmermans trouw te blijven aan zijn idealen en de solidariteit waar Europa voor staat in de praktijk te brengen?,Documentaires,https://www.npostart.nl/teledoc/21-11-2016/VPWON_1260615,https://images.npo.nl/tile/320x180/832265.jpg,https://images.npo.nl/header/2560x1440/832265.jpg,[]
257,The Road to IDFA,NPO Doc volgt makers en bijzondere gasten op weg naar 's werelds grootste documentairefestival.,Documentaires,https://www.npostart.nl/the-road-to-idfa/POMS_S_VPRO_2583903,https://images.npo.nl/tile/320x180/994251.jpg,https://images.npo.nl/tile/320x180/994251.jpg,"['Drama', 'Muziek']"
264,Schuldig,"Bijna iedereen in de Vogelbuurt van Amsterdam-Noord kampt met schulden. Gelukkig voor de buurtbewoners is er Paul, de onorthodoxe hulpverlener die dag en nacht voor ze klaar staat.",Documentaires,https://www.npostart.nl/schuldig/14-11-2016/VPWON_1250450,https://images.npo.nl/tile/320x180/824604.jpg,https://images.npo.nl/tile/320x180/824604.jpg,[]
273,Zal het klimaatakkoord de opwarming stoppen?,,Documentaires,https://www.npostart.nl/zal-het-klimaatakkoord-de-opwarming-stoppen/21-03-2017/WO_NOS_8021355,https://images.npo.nl/tile/320x180/879016.jpg,https://images.npo.nl/header/2560x1440/879016.jpg,[]
274,100 jaar Toon Hermans,Cabaretiers van nu duiken in het leven van één van de allergrootste theaterpersoonlijkheden van de vorige eeuw: Toon Hermans.,Documentaires,https://www.npostart.nl/100-jaar-toon-hermans/AT_2056744,https://images.npo.nl/tile/320x180/toon_bckgrnd_cdn_tile-1590054172.jpg,https://images.npo.nl/header/2560x1440/toon_bckgrnd_cdn_header-1590054172.jpg,[]
278,De Nieuwe Dag,Martine Vonk groeide op in een boerengezin en zet zich sinds haar studententijd in voor sociale rechtvaardigheid en vooral voor de natuur en het klimaat.,Documentaires,https://www.npostart.nl/de-nieuwe-dag/17-04-2017/VPWON_1272815,https://images.npo.nl/tile/320x180/889132.jpg,https://images.npo.nl/tile/320x180/889132.jpg,['Documentaire']
279,Overlevende Jans over bevrijding,,Documentaires,https://www.npostart.nl/overlevende-jans-over-bevrijding/24-02-2017/WO_NOS_7610750,https://images.npo.nl/tile/320x180/895251.jpg,https://images.npo.nl/tile/320x180/895251.jpg,[]
280,2Doc: Het Verlangen van Michael Dudok de Wit,Michael Dudok de Wit is door de bekende Japanse animatiestudio Ghibli gevraagd om zijn eerste lange animatiefilm te maken; 'The Red Turtle' is hun eerste internationale coproductie ooit.,Documentaires,https://www.npostart.nl/2doc-het-verlangen-van-michael-dudok-de-wit/20-03-2017/VPWON_1274025,https://images.npo.nl/tile/320x180/876586.jpg,https://images.npo.nl/header/2560x1440/876586.jpg,[]
282,Widening circles,De 87-jarige milieuactiviste Joanna Macy laat zien hoe we kunnen leren leven in een bedreigde wereld.,Documentaires,https://www.npostart.nl/widening-circles/26-03-2017/KN_1689856,https://images.npo.nl/tile/320x180/1395919.jpg,https://images.npo.nl/tile/320x180/1395919.jpg,['Horror']
285,De Matthäus Missie van Reinbert de Leeuw,"Pianist, componist, dirigent Reinbert de Leeuw, 78 jaar heeft zijn leven gewijd aan de moderne klassieke muziek, van Schönberg tot Oestvolskaya. Nu, aangekomen in de kromming van zijn levensboog, draait hij zich om en strekt hij zijn armen uit naar Johann Sebastian Bach, naar de Matthäus Passion. Filmmaker Cherry Duyns volgt Reinbert de Leeuw vanaf de eerste repetitiedagen met orkest, koor en solisten tot de uitvoering in de Amsterdamse Nieuwe Kerk.",Documentaires,https://www.npostart.nl/de-matthaus-missie-van-reinbert-de-leeuw/POMS_S_VPRO_15367412,https://images.npo.nl/tile/320x180/reindert_de_jong_matheus_passie_cdn_tile-1653405147.jpg,https://images.npo.nl/tile/320x180/reindert_de_jong_matheus_passie_cdn_tile-1653405147.jpg,['Documentaire']
289,Made in Europe,"Aan de hand van de meest uiteenlopende culturele iconen van Beethoven tot Pussy Riot, van James Joyce tot de minirok, en van Dracula tot Lego, ontrafelt schrijver Dimitri Verhulst de Europese identiteit.",Documentaires,https://www.npostart.nl/made-in-europe/VPWON_1261470,https://www.moviemeter.nl/series/images/cover/12000/12686.300.jpg?cb=1548904718,https://www.moviemeter.nl/series/images/cover/12000/12686.300.jpg?cb=1548904718,[]
293,Andere Tijden: 'De bevrijding van Assen',Met dank aan de Vereniging Oud Harlingen kunnen wij u nu deze unieke amateurbeelden tonen van de bevrijding van Assen in 1945. Bijzonder is het fragment van het stoffelijk overschot van twee militairen op het dak van een Jeep. Zij zijn gesneuveld voor onze bevrijding.,Documentaires,https://www.npostart.nl/andere-tijden-de-bevrijding-van-assen/26-04-2017/WO_NTR_8602779,https://images.npo.nl/tile/320x180/892673.jpg,https://images.npo.nl/header/2560x1440/892673.jpg,[]
295,Cannes Report 2017,"Elf jaar na de documentaire An Inconvenient Truth is klimaatactivist Al Gore terug in Cannes met een vervolg: An Inconvenient Sequel. Gore is in de afgelopen jaren ouder, wijzer en bozer geworden. Maar hij is ook hoopvoller dan voorheen. VPRO Cinema sprak met de ex-vicepresident, en met de regisseurs van de documentaire.",Documentaires,https://www.npostart.nl/cannes-report-2017/22-05-2017/WO_VPRO_9033302,https://images.npo.nl/tile/320x180/902022.jpg,https://images.npo.nl/tile/320x180/902022.jpg,"['Actie', 'Drama']"
298,Kunstuur,"Al meer dan twintig jaar ondergraaft de Britse kunstenaar Martin Creed onze ideeën over wat kunst is, met prikkelend werk dat tot denken aanzet en ons met nieuwe ogen naar de wereld laat kijken.",Documentaires,https://www.npostart.nl/kunstuur/19-03-2017/AT_2075836,https://images.npo.nl/tile/320x180/983734.jpg,https://images.npo.nl/header/2560x1440/983734.jpg,[]
299,De schuldige jeugd: kind opgevoed in nazi-gezin,De schuldige jeugd: kind opgevoed in nazi-gezin,Documentaires,https://www.npostart.nl/de-schuldige-jeugd-kind-opgevoed-in-nazi-gezin/02-05-2017/POMS_AT_8696124,https://images.npo.nl/tile/320x180/894775.jpg,https://images.npo.nl/tile/320x180/894775.jpg,['Documentaire']
301,De oorlogswinter van Roermond,Documentaire over de zware winter van 1944/45 in Roermond. De stad lag maandenlang op de frontlinie van de strijd tussen de Duitsers en de geallieerden.,Documentaires,https://www.npostart.nl/de-oorlogswinter-van-roermond/04-05-2017/POW_03496219,https://images.npo.nl/tile/320x180/1378417.jpg,https://images.npo.nl/tile/320x180/1378417.jpg,['Familie']
304,Op zoek naar Frankrijk,"Fransen kampen met werkloosheid, aanslagen en een grote politieke verdeeldheid. Wat is er loos? De Nederlandse Parijzenaar Wilfred de Bruijn ontrafelt met scherpe blik én humor de ziel van Frankrijk en ontdekt achter de clichés een intrigerend land vol tegenstellingen.",Documentaires,https://www.npostart.nl/op-zoek-naar-frankrijk/VPWON_1250308,https://images.npo.nl/tile/320x180/france-L1009553-Edit_cdn_tile-1590014408.jpg,https://images.npo.nl/tile/320x180/france-L1009553-Edit_cdn_tile-1590014408.jpg,[]
306,Himmlers hersens heten Heydrich,‘Himmlers hersens heten Heydrich’ vertelt het verhaal van de even knullige als spectaculaire aanslag in 1942 op nazi-kopstuk en 'architect van de jodenvernietiging' Reinhard Heydrich.,Documentaires,https://www.npostart.nl/himmlers-hersens-heten-heydrich/VPWON_1267269,https://images.npo.nl/tile/320x180/HhhH_AFL_1--3_cdn_tile-1590075630.jpg,https://images.npo.nl/header/2560x1440/HhhH_AFL_1--3_cdn_header-1590075630.jpg,[]
309,Daan maakt docu over zijn vader die ALS heeft,Erik Kamphorst hoorde 2 jaar geleden dat hij aan de ongeneeslijke aandoening ALS lijdt. Zijn zoon Daan Kamphorst besloot de onvermijdelijke aftakeling van Erik vast te leggen in een documentaire.,Documentaires,https://www.npostart.nl/daan-maakt-docu-over-zijn-vader-die-als-heeft/09-05-2017/POMS_MAX_8836316,/images/empty-placeholder.png,https://images.npo.nl/header/2560x1440/897899.jpg,[]
310,Hoe bescherm je bos en hei tegen brand?,"Als het lange tijd warm en droog is, dreigt altijd het gevaar van natuurbranden. Maar ook als er nog geen vuur is, zijn brandweermannen heel erg druk. Met allerlei voorzorgsmaatregelen proberen zij en andere organisaties de bossen en hei in ons land tegen een grote brand te beschermen.",Documentaires,https://www.npostart.nl/hoe-bescherm-je-bos-en-hei-tegen-brand/27-06-2017/WO_NTR_9571050,/images/empty-placeholder.png,https://images.npo.nl/header/2560x1440/913799.jpg,[]
312,ALS Anneke,"Documentaire over de laatste maanden van Anneke Bakker, een sterke, onafhankelijke vrouw met ALS, gevangen in een lichaam dat tot steeds minder in staat is.",Documentaires,https://www.npostart.nl/als-anneke/18-06-2017/17act0618ALS,https://images.npo.nl/tile/320x180/1459828.jpg,https://images.npo.nl/tile/320x180/1459828.jpg,['Documentaire']
315,Feyenoord Op 1,Rutger Castricum leeft mee met een aantal karakteristieke fans van de club in de laatste weken van dit seizoen. Van de spanning en de voorpret tijdens de laatste competitierondes tot aan de huldiging.,Documentaires,https://www.npostart.nl/feyenoord-op-1/15-05-2017/POW_03566658,https://images.npo.nl/tile/320x180/1606936.jpg,https://images.npo.nl/header/2560x1440/1606936.jpg,[]
318,De Meesterwerken,"Het Nederlandse publiek kan in verschillende categorieën het Meesterwerk 2017 kiezen. Tot de uitslag bekend is, vragen we deze week wat gast Janine Abbring zou kiezen.",Documentaires,https://www.npostart.nl/de-meesterwerken/07-06-2017/VARA_101383410,https://images.npo.nl/tile/320x180/907559.jpg,https://images.npo.nl/tile/320x180/907559.jpg,['Documentaire']
320,Via Genua,"In de Italiaanse havenstad Genua ontmoet schrijver Ilja Leonard Pfeijffer een bonte stoet gelukszoekers die, al dan niet legaal, een nieuw leven proberen op te bouwen in Europa.",Documentaires,https://www.npostart.nl/via-genua/VPWON_1262489,https://images.npo.nl/tile/320x180/_DSF5715_cdn_tile-1590060957.jpg,https://images.npo.nl/tile/320x180/_DSF5715_cdn_tile-1590060957.jpg,[]
321,Nederland in 7 overstromingen,"Serie over Nederland en de strijd tegen het water, vroeger, nu en in de toekomst. Die strijd is nog niet gestreden, want de kans op een volgende grote overstroming, misschien zelfs groter dan ooit tevoren, is maar al te reëel.",Documentaires,https://www.npostart.nl/nederland-in-7-overstromingen/VPWON_1277427,https://images.npo.nl/tile/320x180/Frank_Westerman__Ren__Gast_cdn_tile-1590087792.jpg,https://images.npo.nl/tile/320x180/Frank_Westerman__Ren__Gast_cdn_tile-1590087792.jpg,"['Documentaire', 'Muziek']"
325,Irma slaat hard toe in Florida,De orkaan Irma heeft het vasteland van de VS bereikt. In miljoenenstad Miami zijn er al straten ondergelopen.,Documentaires,https://www.npostart.nl/irma-slaat-hard-toe-in-florida/11-09-2017/POMS_NOS_10749931,https://images.npo.nl/tile/320x180/947767.jpg,https://images.npo.nl/tile/320x180/947767.jpg,"['Sciencefiction', 'Mystery']"
326,Fons bij de buren,Fons de Poel probeert de ziel van onze buurlanden in de Europese Unie te doorgronden. Iedereen vindt iets van Europa maar hoeveel weten we eigenlijk echt over de andere landen en hun bewoners? Fons de Poel wordt in ieder land gegidst door een markante taxichauffeur met wie hij een band smeedt. Samen gaan ze op zoek naar kleine en grote geschiedenissen die het karakter van de natie hebben bepaald.,Documentaires,https://www.npostart.nl/fons-bij-de-buren/KN_1681596,https://images.npo.nl/tile/320x180/Fons_bij_de_buren_-_Portugal_cdn_tile-1590094094.jpg,https://images.npo.nl/tile/320x180/Fons_bij_de_buren_-_Portugal_cdn_tile-1590094094.jpg,"['Animatie', 'Komedie']"
327,Brandpunt,"Brandpunt is in zijn geheel gewijd aan de opwarming van de aarde. De klimaatverandering is een van de grootste problemen van onze tijd, maar wat betekent dat concreet?",Documentaires,https://www.npostart.nl/brandpunt/12-09-2017/KN_1692697,https://images.npo.nl/tile/320x180/946727.jpg,https://images.npo.nl/tile/320x180/946727.jpg,"['Drama', 'Mystery']"
332,Phil en Pascal veroveren de wereld,"De vrienden Phill en Pascal trekken de hele wereld over op zoek naar de hoogste, steilste, langste en beste achtbanen.",Documentaires,https://www.npostart.nl/phil-en-pascal-veroveren-de-wereld/15-08-2017/KN_1692583,https://images.npo.nl/tile/320x180/1214178.jpg,https://images.npo.nl/tile/320x180/1214178.jpg,['Documentaire']
336,3LAB:,Rapper en trotse Bijlmerbewoner Gideon neemt samen met zijn crew Johan Eikelboom mee de Bijlmer in. Gideon wil de wereld laten zien wat de kracht van de beroemde en beruchte wijk de Bijlmer is.,Documentaires,https://www.npostart.nl/3lab/16-08-2017/VPWON_1275455,https://images.npo.nl/tile/320x180/937381.jpg,https://images.npo.nl/tile/320x180/937381.jpg,['Actie']
338,Buitenhof,"Het gasbesluit in Groningen, de klimaatdoelen van Parijs en de groei van Schiphol, en de populariteit van Jozef Stalin. Schuim & As: Jeroen Smit.",Documentaires,https://www.npostart.nl/buitenhof/19-11-2017/VPWON_1277258,https://images.npo.nl/tile/320x180/975956.jpg,https://images.npo.nl/tile/320x180/975956.jpg,[]
